order,weekday,time_of_day,hour,active_agents,on_calls,ready_for_calls,not_ready,calls_in_queue,busiest_section,month,day,oncalls+ready:not_ready,avg_ratio,ready:not_ready
241,Thursday,1:00:00 PM,13,140,46,33,61,0,PC Phone Support,2,8,1.30,2.32,0.54
242,Thursday,1:16:00 PM,13,136,55,34,47,0,PC Phone Support,2,8,1.89,2.31,0.72
243,Thursday,1:44:00 PM,13,123,38,37,48,7,Customer Care,2,8,1.56,2.31,0.77
244,Thursday,2:44:00 PM,14,105,46,34,25,0,PC Phone Support,2,8,3.20,2.32,1.36
245,Thursday,2:55:00 PM,14,106,25,55,26,0,New Sales/PC Phone Support,2,8,3.08,2.32,2.12
246,Thursday,3:05:00 PM,15,94,36,32,26,0,Customer Care,2,8,2.62,2.32,1.23
247,Thursday,3:55:00 PM,15,80,33,16,31,0,PC Phone Support,2,8,1.58,2.32,0.52
248,Thursday,4:03:00 PM,16,76,35,11,30,7,New Sales,2,8,1.53,2.31,0.37
249,Thursday,4:25:00 PM,16,65,29,13,23,7,Customer Care,2,8,1.83,2.31,0.57
250,Friday,8:04:00 AM,8,94,37,36,21,5,PC Phone Support,2,9,3.48,2.32,1.71
251,Friday,8:27:00 AM,8,103,45,40,18,1,PC Phone Support,2,9,4.72,2.33,2.22
252,Friday,8:44:00 AM,8,113,41,42,30,0,Customer Care,2,9,2.77,2.33,1.40
253,Friday,9:02:00 AM,9,115,50,40,25,0,PC Phone Support,2,9,3.60,2.33,1.60
254,Friday,9:21:00 AM,9,116,50,31,35,0,Customer Care,2,9,2.31,2.33,0.89
255,Friday,10:16:00 AM,10,121,42,44,35,0,PC Phone Support,2,9,2.46,2.33,1.26
256,Friday,10:33:00 AM,10,121,32,50,39,0,Customer Care,2,9,2.10,2.33,1.28
257,Friday,10:52:00 AM,10,120,50,36,34,0,Customer Care,2,9,2.53,2.33,1.06
258,Friday,11:11:00 AM,11,120,55,16,49,5,Customer Care/PC Phone Support,2,9,1.45,2.33,0.33
259,Friday,11:33:00 AM,11,121,45,31,45,9,PC Phone Support,2,9,1.69,2.33,0.69
260,Friday,11:46:00 AM,11,122,53,25,44,8,PC Phone Support,2,9,1.77,2.32,0.57
261,Friday,12:09:00 PM,12,119,43,10,66,0,Customer Care,2,9,0.80,2.32,0.15
262,Friday,12:54:00 PM,12,115,32,39,44,7,PC Phone Support,2,9,1.61,2.32,0.89
263,Friday,1:20:00 PM,13,115,47,24,44,5,Customer Care/PC Phone Support,2,9,1.61,2.31,0.55
264,Friday,1:40:00 PM,13,113,52,21,40,2,PC Phone Support,2,9,1.83,2.31,0.53
265,Friday,2:09:00 PM,14,109,29,15,65,32,PC Phone Support,2,9,0.68,2.31,0.23
266,Friday,2:24:00 PM,14,107,15,26,66,31,PC Phone Support,2,9,0.62,2.30,0.39
267,Friday,2:54:00 PM,14,104,22,17,65,23,PC Phone Support,2,9,0.60,2.29,0.26
268,Friday,3:17:00 PM,15,84,34,12,38,13,PC Phone Support,2,9,1.21,2.29,0.32
269,Friday,3:32:00 PM,15,76,27,21,28,7,PC Phone Support,2,9,1.71,2.29,0.75
270,Monday,8:00:00 AM,8,86,30,23,33,26,PC Phone Support,2,12,1.61,2.28,0.70
271,Monday,8:16:00 AM,8,98,47,28,23,22,PC Phone Support,2,12,3.26,2.29,1.22
272,Monday,8:33:00 AM,8,108,42,35,31,28,PC Phone Support,2,12,2.48,2.29,1.13
273,Monday,8:56:00 AM,8,109,45,44,20,25,PC Phone Support,2,12,4.45,2.30,2.20
274,Monday,9:11:00 AM,9,111,54,31,26,28,PC Phone Support,2,12,3.27,2.30,1.19
275,Monday,9:56:00 AM,9,114,51,22,41,31,PC Phone Support,2,12,1.78,2.30,0.54
276,Monday,10:07:00 AM,10,115,44,28,43,25,PC Phone Support,2,12,1.67,2.30,0.65
277,Monday,11:22:00 AM,11,125,68,19,38,52,PC Phone Support,2,12,2.29,2.30,0.50
278,Monday,11:59:00 AM,11,128,76,20,32,31,PC Phone Support,2,12,3.00,2.30,0.63
279,Monday,12:32:00 PM,12,121,47,26,48,23,PC Phone Support,2,12,1.52,2.30,0.54
280,Monday,12:58:00 PM,12,120,43,30,47,29,PC Phone Support,2,12,1.55,2.29,0.64
281,Monday,1:08:00 PM,13,121,58,25,38,34,PC Phone Support,2,12,2.18,2.29,0.66
282,Monday,1:29:00 PM,13,122,62,29,31,30,PC Phone Support,2,12,2.94,2.29,0.94
283,Monday,2:47:00 PM,14,109,50,29,30,27,PC Phone Support,2,12,2.63,2.30,0.97
284,Monday,3:54:00 PM,15,92,37,36,19,26,PC Phone Support,2,12,3.84,2.30,1.89
285,Monday,4:22:00 PM,16,74,37,20,17,16,PC Phone Support,2,12,3.35,2.31,1.18
286,Monday,4:38:00 PM,16,69,31,14,24,18,PC Phone Support,2,12,1.88,2.30,0.58
287,Monday,4:59:00 PM,16,66,41,7,18,22,PC Phone Support,2,12,2.67,2.30,0.39
288,Tuesday,8:10:00 AM,8,110,34,53,23,17,PC Phone Support,2,13,3.78,2.31,2.30
289,Tuesday,8:23:00 AM,8,114,61,29,24,34,PC Phone Support,2,13,3.75,2.31,1.21
290,Tuesday,8:46:00 AM,8,127,32,59,36,24,PC Phone Support,2,13,2.53,2.32,1.64
291,Tuesday,9:17:00 AM,9,137,39,57,41,28,PC Phone Support,2,13,2.34,2.32,1.39
292,Tuesday,9:41:00 AM,9,136,61,30,45,12,PC Phone Support,2,13,2.02,2.31,0.67
293,Tuesday,10:06:00 AM,10,138,52,41,45,27,PC Phone Support,2,13,2.07,2.31,0.91
294,Tuesday,10:38:00 AM,10,140,59,37,44,26,PC Phone Support,2,13,2.18,2.31,0.84
295,Tuesday,10:49:00 AM,10,142,52,53,37,22,PC Phone Support,2,13,2.84,2.32,1.43
296,Tuesday,11:07:00 AM,11,143,57,31,55,25,PC Phone Support,2,13,1.60,2.31,0.56
297,Tuesday,11:59:00 AM,11,145,60,42,43,3,PC Phone Support,2,13,2.37,2.31,0.98
298,Tuesday,12:22:00 PM,12,139,55,32,52,19,PC Phone Support,2,13,1.67,2.31,0.62
299,Tuesday,12:43:00 PM,12,134,50,34,50,26,Customer Care,2,13,1.68,2.31,0.68
300,Tuesday,12:52:00 PM,12,134,41,46,47,23,Customer Care,2,13,1.85,2.31,0.98
301,Tuesday,1:22:00 PM,13,133,47,39,47,12,PC Phone Support,2,13,1.83,2.31,0.83
302,Tuesday,2:19:00 PM,14,128,47,33,48,7,PC Phone Support,2,13,1.67,2.30,0.69
303,Tuesday,2:39:00 PM,14,128,53,21,54,16,Customer Care,2,13,1.37,2.30,0.39
304,Tuesday,3:00:00 PM,15,125,35,42,48,7,Customer Care,2,13,1.60,2.30,0.88
305,Tuesday,3:59:00 PM,15,103,41,24,38,3,PC Phone Support,2,13,1.71,2.30,0.63
306,Tuesday,4:40:00 PM,16,79,35,17,27,5,PC Phone Support,2,13,1.93,2.30,0.63
307,Wednesday,7:59:00 AM,7,87,33,35,19,10,Customer Care,2,14,3.58,2.30,1.84
308,Wednesday,8:02:00 AM,8,96,30,36,30,9,PC Phone Support,2,14,2.20,2.30,1.20
309,Wednesday,8:29:00 AM,8,114,36,56,22,6,Customer Care,2,14,4.18,2.31,2.55
310,Wednesday,8:44:00 AM,8,123,43,59,21,4,PC Phone Support,2,14,4.86,2.31,2.81
311,Wednesday,9:00:00 AM,9,127,42,54,31,2,Customer Care,2,14,3.10,2.32,1.74
312,Wednesday,9:12:00 AM,9,125,31,66,28,11,Customer Care,2,14,3.46,2.32,2.36
313,Wednesday,9:31:00 AM,9,126,53,33,40,11,PC Phone Support,2,14,2.15,2.32,0.83
314,Wednesday,9:59:00 AM,9,123,54,38,31,11,Customer Care,2,14,2.97,2.32,1.23
315,Wednesday,10:03:00 AM,10,122,47,37,38,14,Customer Care,2,14,2.21,2.32,0.97
316,Wednesday,10:51:00 AM,10,116,47,41,28,9,PC Phone Support,2,14,3.14,2.32,1.46
317,Wednesday,11:27:00 AM,11,126,44,42,40,8,PC Phone Support,2,14,2.15,2.32,1.05
318,Wednesday,11:46:00 AM,11,124,47,46,31,8,PC Phone Support,2,14,3.00,2.32,1.48
319,Wednesday,12:00:00 PM,12,127,54,28,45,3,Customer Care,2,14,1.82,2.32,0.62
320,Wednesday,12:22:00 PM,12,125,47,33,45,13,PC Phone Support,2,14,1.78,2.32,0.73
321,Wednesday,1:47:00 PM,13,110,35,54,21,6,PC Phone Support,2,14,4.24,2.33,2.57
322,Wednesday,2:05:00 PM,14,110,51,32,27,10,Customer Care,2,14,3.07,2.33,1.19
323,Wednesday,2:36:00 PM,14,104,31,27,46,5,PC Phone Support,2,14,1.26,2.33,0.59
324,Wednesday,2:57:00 PM,14,104,25,27,52,13,PC Phone Support,2,14,1.00,2.32,0.52
325,Wednesday,3:00:00 PM,15,108,22,23,63,15,Customer Care/PC Phone Support,2,14,0.71,2.32,0.37
326,Wednesday,3:20:00 PM,15,90,38,14,38,8,PC Phone Support,2,14,1.37,2.31,0.37
327,Wednesday,3:51:00 PM,15,77,25,30,22,3,PC Phone Support,2,14,2.50,2.32,1.36
328,Wednesday,4:19:00 PM,16,65,26,20,19,14,Customer Care/PC Phone Support,2,14,2.42,2.32,1.05
329,Wednesday,4:36:00 PM,16,65,17,25,23,3,PC Phone Support,2,14,1.83,2.31,1.09
330,Wednesday,4:48:00 PM,16,65,17,27,21,1,PC Phone Support,2,14,2.10,2.31,1.29
331,Wednesday,4:58:00 PM,16,65,18,27,20,0,PC Phone Support,2,14,2.25,2.31,1.35
332,Thursday,8:06:00 AM,8,108,31,51,26,7,Customer Care,2,15,3.15,2.32,1.96
333,Thursday,8:44:00 AM,8,133,54,58,21,0,Customer Care,2,15,5.33,2.32,2.76
334,Thursday,8:56:00 AM,8,131,47,57,27,1,PC Phone Support,2,15,3.85,2.33,2.11
335,Thursday,9:30:00 AM,9,134,39,62,33,0,PC Phone Support,2,15,3.06,2.33,1.88
336,Thursday,10:02:00 AM,10,131,39,42,50,5,Customer Care,2,15,1.62,2.33,0.84
337,Thursday,10:32:00 AM,10,139,45,61,33,0,PC Phone Support,2,15,3.21,2.33,1.85
338,Thursday,10:54:00 AM,10,145,40,71,34,0,Customer Care/PC Phone Support,2,15,3.26,2.33,2.09
339,Thursday,11:26:00 AM,11,140,52,37,51,0,Customer Care,2,15,1.75,2.33,0.73
340,Thursday,11:46:00 AM,11,137,57,43,37,0,Customer Care,2,15,2.70,2.33,1.16
341,Thursday,12:12:00 PM,12,135,39,45,51,4,PC Phone Support,2,15,1.65,2.33,0.88
342,Thursday,12:36:00 PM,12,136,49,31,56,13,Customer Care,2,15,1.43,2.33,0.55
343,Thursday,2:08:00 PM,14,129,45,36,48,0,Customer Care,2,15,1.69,2.33,0.75
344,Thursday,2:50:00 PM,14,123,41,41,41,0,Customer Care,2,15,2.00,2.33,1.00
345,Thursday,3:40:00 PM,15,93,37,25,31,0,Customer Care/PC Phone Support,2,15,2.00,2.33,0.81
346,Thursday,4:02:00 PM,16,82,43,15,24,0,New Sales,2,15,2.42,2.33,0.63
347,Thursday,4:25:00 PM,16,73,26,25,22,4,PC Phone Support,2,15,2.32,2.33,1.14
348,Friday,8:08:00 AM,8,109,48,41,20,1,PC Phone Support,2,16,4.45,2.33,2.05
349,Friday,8:28:00 AM,8,120,39,61,20,0,Customer Care,2,16,5.00,2.34,3.05
350,Friday,8:46:00 AM,8,129,65,35,29,5,Customer Care,2,16,3.45,2.34,1.21
351,Friday,8:59:00 AM,8,134,48,41,45,0,Customer Care,2,16,1.98,2.34,0.91
352,Friday,9:06:00 AM,9,130,51,27,52,0,Customer Care,2,16,1.50,2.34,0.52
353,Friday,9:22:00 AM,9,130,53,31,46,6,PC Phone Support,2,16,1.83,2.34,0.67
354,Friday,9:41:00 AM,9,133,48,51,34,0,PC Phone Support,2,16,2.91,2.34,1.50
355,Friday,9:57:00 AM,9,134,54,47,33,0,Customer Care,2,16,3.06,2.34,1.42
356,Monday,8:18:00 AM,8,116,47,32,37,0,Customer Care,2,19,2.14,2.34,0.86
357,Monday,8:40:00 AM,8,127,46,55,26,0,PC Phone Support,2,19,3.88,2.35,2.12
358,Monday,9:06:00 AM,9,131,65,32,34,6,Customer Care,2,19,2.85,2.35,0.94
359,Monday,9:28:00 AM,9,131,59,35,37,0,Customer Care,2,19,2.54,2.35,0.95
360,Monday,9:48:00 AM,9,132,71,17,44,0,PC Phone Support,2,19,2.00,2.35,0.39
361,Monday,10:06:00 AM,10,129,68,15,46,0,Customer Care,2,19,1.80,2.34,0.33
362,Monday,10:48:00 AM,10,132,66,31,35,5,Customer Care,2,19,2.77,2.35,0.89
363,Monday,11:15:00 AM,11,135,58,37,40,4,Customer Care,2,19,2.38,2.35,0.93
364,Monday,11:38:00 AM,11,134,50,47,37,0,Customer Care,2,19,2.62,2.35,1.27
365,Monday,11:52:00 AM,11,135,49,48,38,0,Customer Care,2,19,2.55,2.35,1.26
366,Monday,12:17:00 PM,12,134,52,25,57,4,Customer Care,2,19,1.35,2.34,0.44
367,Monday,12:36:00 PM,12,131,49,33,49,7,PC Phone Support,2,19,1.67,2.34,0.67
368,Monday,12:55:00 PM,12,131,52,30,49,0,Customer Care,2,19,1.67,2.34,0.61
369,Monday,1:56:00 PM,13,120,37,60,23,0,Customer Care,2,19,4.22,2.35,2.61
370,Monday,2:25:00 PM,14,121,39,49,33,0,PC Phone Support,2,19,2.67,2.35,1.48
371,Monday,2:42:00 PM,14,123,30,57,36,0,PC Phone Support,2,19,2.42,2.35,1.58
372,Monday,3:07:00 PM,15,115,43,39,33,0,Customer Care/PC Phone Support,2,19,2.48,2.35,1.18
373,Monday,3:36:00 PM,15,107,42,45,20,0,Customer Care/PC Phone Support,2,19,4.35,2.35,2.25
374,Monday,3:52:00 PM,15,104,37,50,17,0,Customer Care,2,19,5.12,2.36,2.94
375,Monday,4:06:00 PM,16,95,45,23,27,2,PC Phone Support,2,19,2.52,2.36,0.85
376,Tuesday,8:21:00 AM,8,131,47,55,29,0,Customer Care,2,20,3.52,2.36,1.90
377,Tuesday,9:03:00 AM,9,145,58,64,23,0,PC Phone Support,2,20,5.30,2.37,2.78
378,Tuesday,9:22:00 AM,9,149,53,72,24,0,PC Phone Support,2,20,5.21,2.38,3.00
379,Tuesday,9:45:00 AM,9,148,44,69,35,0,Customer Care,2,20,3.23,2.38,1.97
380,Tuesday,10:28:00 AM,10,149,47,61,41,1,PC Phone Support,2,20,2.63,2.38,1.49
381,Tuesday,10:52:00 AM,10,157,49,75,33,0,PC Phone Support,2,20,3.76,2.39,2.27
382,Tuesday,11:02:00 AM,11,159,48,72,39,0,PC Phone Support,2,20,3.08,2.39,1.85
383,Tuesday,11:35:00 AM,11,159,67,46,46,0,PC Phone Support,2,20,2.46,2.39,1.00
384,Tuesday,11:54:00 AM,11,155,49,60,46,0,PC Phone Support,2,20,2.37,2.39,1.30
385,Tuesday,12:00:00 PM,12,159,43,61,55,0,Customer Care,2,20,1.89,2.39,1.11
386,Tuesday,12:21:00 PM,12,155,46,47,62,0,Customer Care,2,20,1.50,2.38,0.76
387,Tuesday,12:42:00 PM,12,148,48,57,43,0,Customer Care,2,20,2.44,2.38,1.33
388,Tuesday,12:56:00 PM,12,148,41,62,45,0,PC Phone Support,2,20,2.29,2.38,1.38
389,Tuesday,1:40:00 PM,13,143,41,70,32,0,Customer Care/New Sales,2,20,3.47,2.39,2.19
390,Tuesday,2:17:00 PM,14,144,48,51,45,1,Customer Care,2,20,2.20,2.39,1.13
391,Tuesday,2:50:00 PM,14,145,27,26,92,26,PC Phone Support,2,20,0.58,2.38,0.28
392,Tuesday,3:01:00 PM,15,130,51,13,66,19,Customer Care,2,20,0.97,2.38,0.20
393,Tuesday,3:27:00 PM,15,123,45,43,35,0,Customer Care,2,20,2.51,2.38,1.23
394,Tuesday,3:45:00 PM,15,113,52,30,31,0,Customer Care/PC Phone Support,2,20,2.65,2.38,0.97
395,Tuesday,4:01:00 PM,16,106,65,19,22,3,PC Phone Support,2,20,3.82,2.38,0.86
396,Wednesday,8:07:00 AM,8,134,29,72,33,0,PC Phone Support,2,21,3.06,2.38,2.18
397,Wednesday,8:33:00 AM,8,144,34,89,21,0,PC Phone Support,2,21,5.86,2.39,4.24
398,Wednesday,9:55:00 AM,9,156,49,66,41,0,Customer Care,2,21,2.80,2.39,1.61
399,Wednesday,10:18:00 AM,10,152,41,72,39,0,PC Phone Support,2,21,2.90,2.40,1.85
400,Wednesday,10:51:00 AM,10,151,59,52,40,0,Customer Care,2,21,2.78,2.40,1.30
401,Wednesday,10:57:00 AM,10,150,64,44,42,0,PC Phone Support,2,21,2.57,2.40,1.05
402,Wednesday,11:33:00 AM,11,153,40,54,59,0,PC Phone Support,2,21,1.59,2.39,0.92
403,Wednesday,11:57:00 AM,11,158,60,50,48,0,PC Phone Support,2,21,2.29,2.39,1.04
404,Wednesday,12:04:00 PM,12,157,64,28,65,0,Customer Care,2,21,1.42,2.39,0.43
405,Wednesday,12:28:00 PM,12,159,55,37,67,1,PC Phone Support,2,21,1.37,2.39,0.55
406,Wednesday,1:30:00 PM,13,147,49,68,30,0,PC Phone Support,2,21,3.90,2.39,2.27
407,Wednesday,1:54:00 PM,13,147,54,51,42,0,Customer Care,2,21,2.50,2.39,1.21
408,Wednesday,2:02:00 PM,14,143,38,65,40,0,PC Phone Support,2,21,2.58,2.39,1.63
409,Wednesday,2:41:00 PM,14,132,63,48,21,0,PC Phone Support,2,21,5.29,2.40,2.29
410,Wednesday,3:04:00 PM,15,123,44,37,42,0,Customer Care,2,21,1.93,2.40,0.88
411,Wednesday,3:40:00 PM,15,103,42,23,38,2,Customer Care,2,21,1.71,2.40,0.61
412,Wednesday,3:57:00 PM,15,103,46,16,41,0,PC Phone Support,2,21,1.51,2.40,0.39
413,Wednesday,4:13:00 PM,16,88,30,28,30,1,Customer Care,2,21,1.93,2.39,0.93
414,Wednesday,4:30:00 PM,16,89,33,35,21,0,PC Phone Support,2,21,3.24,2.40,1.67
415,Thursday,8:04:00 AM,8,127,33,66,28,0,PC Phone Support,2,22,3.54,2.40,2.36
416,Thursday,8:19:00 AM,8,135,39,76,20,0,Customer Care/New Sales,2,22,5.75,2.41,3.80
417,Thursday,8:48:00 AM,8,148,53,74,21,0,PC Phone Support,2,22,6.05,2.42,3.52
418,Thursday,8:59:00 AM,8,149,36,82,31,0,PC Phone Support,2,22,3.81,2.42,2.65
419,Thursday,9:06:00 AM,9,153,43,73,37,0,PC Phone Support,2,22,3.14,2.42,1.97
420,Thursday,9:32:00 AM,9,153,54,48,51,0,PC Phone Support,2,22,2.00,2.42,0.94
421,Thursday,10:02:00 AM,10,149,52,53,44,0,PC Phone Support,2,22,2.39,2.42,1.20
422,Thursday,10:28:00 AM,10,149,67,43,39,0,PC Phone Support,2,22,2.82,2.42,1.10
423,Thursday,11:01:00 AM,11,154,53,51,50,0,Customer Care,2,22,2.08,2.42,1.02
424,Thursday,11:58:00 AM,11,154,54,54,46,0,Customer Care/PC Phone Support,2,22,2.35,2.42,1.17
425,Thursday,12:31:00 PM,12,154,50,35,69,1,Customer Care,2,22,1.23,2.42,0.51
426,Thursday,12:52:00 PM,12,153,46,63,44,0,PC Phone Support,2,22,2.48,2.42,1.43
427,Thursday,1:08:00 PM,13,142,48,52,42,0,PC Phone Support,2,22,2.38,2.42,1.24
428,Thursday,1:22:00 PM,13,145,43,56,46,0,Customer Care,2,22,2.15,2.42,1.22
429,Thursday,1:40:00 PM,13,143,54,36,53,0,PC Phone Support,2,22,1.70,2.42,0.68
430,Thursday,1:59:00 PM,13,142,37,67,38,0,PC Phone Support,2,22,2.74,2.42,1.76
431,Thursday,2:08:00 PM,14,132,43,53,36,0,Customer Care,2,22,2.67,2.42,1.47
432,Thursday,2:28:00 PM,14,133,39,57,37,0,Customer Care,2,22,2.59,2.42,1.54
433,Thursday,2:54:00 PM,14,129,42,56,31,0,PC Phone Support,2,22,3.16,2.42,1.81
434,Thursday,3:10:00 PM,15,121,26,61,34,0,PC Phone Support,2,22,2.56,2.42,1.79
435,Thursday,3:28:00 PM,15,114,37,39,38,0,PC Phone Support,2,22,2.00,2.42,1.03
436,Thursday,3:53:00 PM,15,103,32,51,20,0,PC Phone Support,2,22,4.15,2.42,2.55
437,Thursday,4:09:00 PM,16,85,25,41,19,1,PC Phone Support,2,22,3.47,2.42,2.16
438,Thursday,4:33:00 PM,16,72,17,35,20,0,PC Phone Support,2,22,2.60,2.42,1.75
439,Friday,10:07:00 AM,10,126,53,34,39,0,Customer Care,2,23,2.23,2.42,0.87
440,Friday,10:30:00 AM,10,125,50,39,36,0,PC Phone Support,2,23,2.47,2.42,1.08
441,Friday,10:56:00 AM,10,127,62,29,36,5,Customer Care,2,23,2.53,2.42,0.81
442,Friday,11:34:00 AM,11,134,47,49,38,0,Customer Care,2,23,2.53,2.43,1.29
443,Friday,12:06:00 PM,12,133,47,32,54,0,PC Phone Support,2,23,1.46,2.42,0.59
444,Friday,1:05:00 PM,13,115,54,38,23,0,Customer Care,2,23,4.00,2.43,1.65
445,Friday,2:10:00 PM,14,107,55,23,29,0,PC Phone Support,2,23,2.69,2.43,0.79
446,Monday,8:10:00 AM,8,117,46,43,28,0,Customer Care,2,26,3.18,2.43,1.54
447,Monday,8:27:00 AM,8,122,58,34,30,3,Customer Care,2,26,3.07,2.43,1.13
448,Monday,9:09:00 AM,9,129,68,33,28,5,PC Phone Support,2,26,3.61,2.43,1.18
449,Monday,9:25:00 AM,9,129,72,28,29,7,PC Phone Support,2,26,3.45,2.44,0.97
450,Monday,9:50:00 AM,9,126,53,23,50,7,Customer Care,2,26,1.52,2.43,0.46
451,Monday,10:00:00 AM,10,126,63,12,51,12,Customer Care,2,26,1.47,2.43,0.24
452,Monday,10:20:00 AM,10,128,71,21,36,5,Customer Care,2,26,2.56,2.43,0.58
453,Monday,11:00:00 AM,11,135,69,28,38,2,Customer Care,2,26,2.55,2.43,0.74
454,Monday,11:24:00 AM,11,132,89,11,32,11,Customer Care,2,26,3.13,2.43,0.34
455,Monday,11:59:00 AM,11,134,60,31,43,5,PC Phone Support,2,26,2.12,2.43,0.72
456,Monday,12:13:00 PM,12,132,55,22,55,5,Customer Care,2,26,1.40,2.43,0.40
457,Monday,12:31:00 PM,12,127,47,28,52,0,PC Phone Support,2,26,1.44,2.43,0.54
458,Monday,12:52:00 PM,12,125,57,19,49,1,PC Phone Support,2,26,1.55,2.43,0.39
459,Monday,1:00:00 PM,13,126,55,27,44,1,PC Phone Support,2,26,1.86,2.42,0.61
460,Monday,2:00:00 PM,14,123,47,41,35,0,Customer Care,2,26,2.51,2.42,1.17
461,Monday,2:39:00 PM,14,119,40,59,20,0,Customer Care/PC Phone Support,2,26,4.95,2.43,2.95
462,Monday,3:11:00 PM,15,103,37,42,24,0,PC Phone Support,2,26,3.29,2.43,1.75
463,Monday,3:32:00 PM,15,96,33,47,16,0,Customer Care,2,26,5.00,2.44,2.94
464,Monday,3:59:00 PM,15,93,48,23,22,0,Customer Care,2,26,3.23,2.44,1.05
465,Monday,4:18:00 PM,16,75,32,24,19,0,PC Phone Support,2,26,2.95,2.44,1.26
466,Tuesday,8:03:00 AM,8,118,38,61,19,0,Customer Care/PC Phone Support/New Sales,2,27,5.21,2.45,3.21
467,Tuesday,8:28:00 AM,8,131,47,66,18,0,PC Phone Support,2,27,6.28,2.45,3.67
468,Tuesday,10:01:00 AM,10,145,45,62,38,0,PC Phone Support,2,27,2.82,2.46,1.63
469,Tuesday,10:22:00 AM,10,141,36,63,42,0,Customer Care,2,27,2.36,2.46,1.50
470,Tuesday,10:59:00 AM,10,152,48,63,41,0,PC Phone Support,2,27,2.71,2.46,1.54
471,Tuesday,11:15:00 AM,11,151,59,48,44,0,Customer Care,2,27,2.43,2.46,1.09
472,Tuesday,11:37:00 AM,11,154,58,57,39,0,Customer Care,2,27,2.95,2.46,1.46
473,Tuesday,12:14:00 PM,12,150,29,72,49,0,PC Phone Support,2,27,2.06,2.46,1.47
474,Tuesday,12:45:00 PM,12,143,30,74,39,0,Customer Care,2,27,2.67,2.46,1.90
